AREA,AREA_TITLE,AREA_TYPE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000_ORIG,LOC_QUOTIENT,PCT_TOTAL,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
99,U.S.,1,0,Cross-industry,cross-industry,1235,11-0000,Management Occupations,major,8054120,0.2,,,,58.88,122480,0.1,24.03,34.35,50.8,74.16,#,49990,71460,105660,154260,#,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,31-0000,Healthcare Support Occupations,major,6521790,0.3,,,,14.91,31010,0.2,10,11.57,13.69,17.06,21.68,20800,24070,28470,35480,45100,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-0000,Production Occupations,major,9158980,0.3,,,,19.3,40140,0.2,11.14,13.39,17.31,23.21,30.41,23160,27860,36000,48270,63250,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,11-1011,Chief Executives,detailed,205890,0.8,,,,93.2,193850,0.4,29.95,54.23,88.68,#,#,62290,112790,184460,#,#,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,11-2021,Marketing Managers,detailed,263680,0.8,,,,71.73,149200,0.3,34.14,46.98,65.79,89.1,#,71010,97710,136850,185320,#,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,11-2022,Sales Managers,detailed,402600,0.6,,,,68.12,141690,0.3,28.76,40.94,60.89,85.5,#,59810,85150,126640,177830,#,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,11-3031,Financial Managers,detailed,654790,0.6,,,,70.93,147530,0.3,32.87,44.38,62.45,87.49,#,68370,92310,129890,181980,#,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,11-3051,Industrial Production Managers,detailed,185790,0.9,,,,55.34,115110,0.3,31.27,39.62,50.71,65.81,84.65,65050,82400,105480,136880,176070,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,11-3061,Purchasing Managers,detailed,72100,0.8,,,,61.73,128400,0.4,34.35,44.5,58.23,73.51,92.98,71450,92560,121110,152890,193400,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,11-3121,Human Resources Managers,detailed,154800,0.7,,,,62.29,129570,0.3,32.84,42.38,56.11,75.27,98.9,68300,88150,116720,156560,205720,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,11-9021,Construction Managers,detailed,293380,0.9,,,,50.48,105000,0.4,26.99,34.57,45.8,60.6,79.23,56140,71900,95260,126040,164790,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,271020,0.8,,,,*,100340,0.8,*,*,*,*,*,63070,76650,96400,121500,148630,True,
99,U.S.,1,0,Cross-industry,cross-industry,1235,11-9033,"Education Administrators, Postsecondary",detailed,144880,1.1,,,,54.04,112400,0.7,26.59,33.89,45.87,64.94,93.31,55320,70490,95410,135070,194090,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,11-9039,"Education Administrators, All Other",detailed,44550,2.2,,,,44.3,92150,1.0,22.17,29.46,41.08,55.76,70.28,46110,61280,85450,115990,146190,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,11-9051,Food Service Managers,detailed,235470,1.2,,,,28.76,59820,0.5,15.97,20.32,26.6,34.27,44.73,33210,42260,55320,71270,93040,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,11-9071,Gambling Managers,detailed,4450,3.5,,,,40.72,84700,1.2,22.67,28.29,36.04,47,65.7,47160,58840,74970,97770,136650,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,11-9081,Lodging Managers,detailed,38340,2.4,,,,30.56,63570,1.1,15.09,19.24,26.17,36.12,50.83,31380,40010,54430,75130,105720,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,11-9121,Natural Sciences Managers,detailed,67720,4.8,,,,69.93,145450,2.0,31.76,45.65,62.07,84.86,#,66050,94940,129100,176510,#,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,11-9161,Emergency Management Directors,detailed,10060,1.4,,,,39.68,82530,0.8,19.44,25.99,35.86,49.68,67.9,40430,54050,74590,103330,141230,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,11-9171,Funeral Home Managers,detailed,9400,3.3,,,,45.78,95220,3.6,21.21,27.42,36.71,53.52,77.82,44120,57020,76350,111310,161870,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,13-1032,"Insurance Appraisers, Auto Damage",detailed,13750,5.5,,,,31.85,66240,0.9,21.36,25.69,30.42,37.41,45.06,44430,53430,63270,77810,93720,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,13-1071,Human Resources Specialists,detailed,633040,0.5,,,,32.58,67760,0.2,17.88,22.81,29.77,39.15,50.93,37180,47450,61920,81430,105930,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,13-1075,Labor Relations Specialists,detailed,75580,1.9,,,,34.55,71870,1.4,9.24,21.59,33.18,45.55,59.8,19230,44920,69020,94740,124380,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,13-1081,Logisticians,detailed,182050,1.0,,,,37.83,78680,0.4,21.16,27.44,35.94,46.27,57.88,44020,57080,74750,96240,120400,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,13-1111,Management Analysts,detailed,709750,0.7,,,,45.94,95560,0.4,23.9,30.8,40.99,54.7,74.19,49700,64060,85260,113770,154310,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,13-2031,Budget Analysts,detailed,51460,1.0,,,,38.61,80300,0.4,24.15,29.35,36.8,46.53,56.02,50230,61040,76540,96780,116510,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,13-2041,Credit Analysts,detailed,73930,2.2,,,,40.83,84930,1.1,20.88,26.6,35.41,48.97,70.11,43430,55320,73650,101860,145840,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,13-2052,Personal Financial Advisors,detailed,210190,1.5,,,,57.35,119290,1.1,20.65,27.78,42.24,74.27,#,42950,57780,87850,154480,#,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,13-2061,Financial Examiners,detailed,64550,2.3,,,,44.39,92330,1.4,20.91,28.3,38.99,54.82,76.06,43500,58860,81090,114030,158200,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,13-2071,Credit Counselors,detailed,32110,2.8,,,,24.15,50230,0.9,15.23,17.91,22.09,28.11,36.9,31670,37250,45950,58470,76740,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,13-2072,Loan Officers,detailed,308370,1.2,,,,36.64,76200,0.6,15.65,21.56,30.42,44.69,63.79,32560,44840,63270,92960,132680,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,13-2082,Tax Preparers,detailed,66670,2.8,,,,23.82,49550,1.4,10.46,13.68,20.71,30.32,41.86,21750,28450,43080,63070,87060,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,15-1211,Computer Systems Analysts,detailed,589060,1.0,,,,46.23,96160,0.4,26.53,33.65,43.71,56.31,71,55180,70000,90920,117120,147670,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,15-1212,Information Security Analysts,detailed,125570,1.8,,,,50.1,104210,0.5,27.79,36.27,47.95,61.85,76.37,57810,75450,99730,128640,158860,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,15-1231,Computer Network Support Specialists,detailed,185430,1.3,,,,33.1,68860,0.5,18.75,23.63,30.51,40.01,51.17,38990,49160,63460,83230,106420,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,15-1232,Computer User Support Specialists,detailed,647330,0.8,,,,27.19,56550,0.4,15.54,19.39,25.13,32.72,42.53,32330,40340,52270,68060,88470,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,15-1241,Computer Network Architects,detailed,152420,1.5,,,,55.34,115110,0.5,31.14,41.01,54.18,68.56,80.96,64770,85290,112690,142610,168390,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,15-1251,Computer Programmers,detailed,199540,1.6,,,,44.53,92610,1.4,24.11,31.62,41.61,53.91,67.43,50150,65760,86550,112120,140250,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,15-2011,Actuaries,detailed,22260,3.8,,,,58.16,120970,1.1,31.18,39.04,52.09,71.5,93.08,64860,81210,108350,148720,193600,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,15-2031,Operations Research Analysts,detailed,99680,1.8,,,,43.56,90600,0.5,23.4,30.18,40.78,54.17,67.69,48670,62780,84810,112680,140790,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,15-2041,Statisticians,detailed,39090,2.2,,,,46,95680,0.8,25.33,32.92,43.83,57.11,70.56,52690,68480,91160,118790,146770,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,17-2061,Computer Hardware Engineers,detailed,67880,3.8,,,,59.15,123030,1.7,32.91,42.69,56.36,72.52,89.06,68460,88800,117220,150840,185240,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,17-2112,Industrial Engineers,detailed,291710,1.4,,,,44.55,92660,0.3,27.54,33.91,42.32,52.96,64.46,57290,70540,88020,110160,134070,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,17-2141,Mechanical Engineers,detailed,306990,1.3,,,,44.97,93540,0.3,27.47,33.79,42.51,53.84,66.36,57130,70280,88430,111980,138020,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,17-3013,Mechanical Drafters,detailed,55210,1.5,,,,29.09,60500,0.8,17.48,21.66,27.43,34.84,44.24,36350,45050,57060,72460,92010,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,17-3019,"Drafters, All Other",detailed,14600,3.5,,,,26.37,54840,0.8,16.08,19.49,25.4,31.05,38.67,33450,40530,52830,64590,80430,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,19-1011,Animal Scientists,detailed,2690,6.1,,,,32.96,68570,2.0,18.4,22.66,28.99,38.86,53.72,38260,47130,60300,80830,111740,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,19-1029,"Biological Scientists, All Other",detailed,40100,2.9,,,,42.11,87590,0.8,23.4,30.46,39.53,48.56,63.98,48670,63360,82220,101000,133080,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,19-1031,Conservation Scientists,detailed,22070,1.5,,,,32.23,67040,0.6,18.88,23.79,30.12,38.28,47.14,39270,49480,62660,79630,98060,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,19-1042,"Medical Scientists, Except Epidemiologists",detailed,127180,3.2,,,,47.49,98770,1.2,23.57,29.77,42.69,58.58,76.77,49020,61920,88790,121850,159680,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,19-1099,"Life Scientists, All Other",detailed,6450,5.2,,,,41.29,85890,3.5,18.93,25.86,36.49,50.16,69.96,39380,53780,75910,104340,145510,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,19-2032,Materials Scientists,detailed,6710,6.0,,,,48.28,100430,1.8,24.98,33.2,46.54,60.73,75.86,51950,69060,96810,126310,157780,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,19-2099,"Physical Scientists, All Other",detailed,17550,2.8,,,,53.88,112070,1.4,24.85,37.24,52.84,66.97,79.46,51680,77460,109910,139300,165270,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,19-3011,Economists,detailed,19000,4.3,,,,56.07,116630,1.4,28.58,37.89,50.49,69.05,88.95,59450,78800,105020,143620,185020,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,19-3094,Political Scientists,detailed,6010,7.6,,,,57.82,120260,2.9,29.31,42.31,58.76,71.62,78.95,60960,87990,122220,148960,164210,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,19-4021,Biological Technicians,detailed,79530,2.6,,,,23.61,49110,0.7,14.2,17.25,22.05,28.47,35.26,29540,35870,45860,59210,73350,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,19-4031,Chemical Technicians,detailed,65760,1.8,,,,25.44,52910,0.7,14.96,18.13,23.68,30.87,38.63,31110,37700,49260,64200,80350,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,19-4051,Nuclear Technicians,detailed,6420,6.9,,,,39.77,82710,1.8,25.41,30.83,39.46,47.32,56.48,52860,64140,82080,98430,117480,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,19-4061,Social Science Research Assistants,detailed,35580,5.8,,,,24.68,51340,1.5,13.55,17.71,22.84,29.35,37.88,28190,36840,47510,61050,78800,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,19-4092,Forensic Science Technicians,detailed,16520,1.3,,,,30.37,63170,0.9,17.13,21.72,28.44,37.12,46.8,35620,45180,59150,77200,97350,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,21-1091,Health Education Specialists,detailed,58590,1.7,,,,29.09,60500,1.5,15.81,19.7,26.55,36.08,47.44,32890,40970,55220,75050,98680,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,23-1012,Judicial Law Clerks,detailed,16630,1.6,,,,28.79,59890,2.4,16.3,20.02,25.97,34.69,46.63,33910,41640,54010,72160,96990,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,23-2099,"Legal Support Workers, All Other",detailed,45080,2.4,,,,34.06,70840,1.0,15.42,21.13,28.08,44.74,64.76,32070,43950,58400,93050,134710,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-1011,"Business Teachers, Postsecondary",detailed,83920,1.6,,,,*,105440,1.3,*,*,*,*,*,39470,57680,87200,133160,196980,True,
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-1021,"Computer Science Teachers, Postsecondary",detailed,31800,1.7,,,,*,98430,1.4,*,*,*,*,*,42750,59550,85180,123720,169980,True,
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-1022,"Mathematical Science Teachers, Postsecondary",detailed,51150,1.4,,,,*,86330,1.1,*,*,*,*,*,38790,53170,73690,106460,154320,True,
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-1031,"Architecture Teachers, Postsecondary",detailed,6780,3.5,,,,*,98980,2.9,*,*,*,*,*,43000,63450,87900,124060,175390,True,
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-1032,"Engineering Teachers, Postsecondary",detailed,36080,2.0,,,,*,112110,1.4,*,*,*,*,*,53030,74510,101010,136400,185720,True,
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-1041,"Agricultural Sciences Teachers, Postsecondary",detailed,9470,3.2,,,,*,89320,2.4,*,*,*,*,*,40750,57770,83260,113790,149700,True,
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-1042,"Biological Science Teachers, Postsecondary",detailed,53090,1.8,,,,*,98700,2.4,*,*,*,*,*,44750,59710,83300,122410,173930,True,
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-1052,"Chemistry Teachers, Postsecondary",detailed,21380,1.9,,,,*,92650,0.9,*,*,*,*,*,45940,59100,79550,112340,159160,True,
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-1053,"Environmental Science Teachers, Postsecondary",detailed,6060,3.7,,,,*,93450,1.9,*,*,*,*,*,44760,59920,82430,115350,158030,True,
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-1054,"Physics Teachers, Postsecondary",detailed,13780,2.3,,,,*,101110,1.3,*,*,*,*,*,49690,64660,89590,124880,168900,True,
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-1063,"Economics Teachers, Postsecondary",detailed,13270,2.3,,,,*,119160,1.4,*,*,*,*,*,51090,73330,104370,146270,206150,True,
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-1064,"Geography Teachers, Postsecondary",detailed,3970,4.2,,,,*,86540,1.1,*,*,*,*,*,43740,62170,80520,105300,137690,True,
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-1065,"Political Science Teachers, Postsecondary",detailed,15750,1.7,,,,*,102290,2.5,*,*,*,*,*,44340,61590,85930,122800,184340,True,
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-1066,"Psychology Teachers, Postsecondary",detailed,37480,2.1,,,,*,87530,1.0,*,*,*,*,*,41010,56180,76620,105830,151030,True,
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-1067,"Sociology Teachers, Postsecondary",detailed,13850,2.1,,,,*,85240,1.3,*,*,*,*,*,39920,54980,75290,103300,147930,True,
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-1069,"Social Sciences Teachers, Postsecondary, All Other",detailed,16830,2.9,,,,*,85390,2.1,*,*,*,*,*,30880,49260,71530,107530,164920,True,
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-1071,"Health Specialties Teachers, Postsecondary",detailed,201920,2.9,,,,*,121620,2.3,*,*,*,*,*,44350,62350,97320,159950,#,True,
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-1081,"Education Teachers, Postsecondary",detailed,61300,1.5,,,,*,74560,1.1,*,*,*,*,*,31730,47980,65510,91270,128140,True,
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-1082,"Library Science Teachers, Postsecondary",detailed,4390,3.2,,,,*,77170,1.2,*,*,*,*,*,46230,56750,71410,91160,118330,True,
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-1112,"Law Teachers, Postsecondary",detailed,16180,3.7,,,,*,129950,2.1,*,*,*,*,*,37600,59160,113530,179230,#,True,
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-1113,"Social Work Teachers, Postsecondary",detailed,13640,3.8,,,,*,77910,1.9,*,*,*,*,*,34900,53320,72070,96050,128350,True,
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-1122,"Communications Teachers, Postsecondary",detailed,29120,2.1,,,,*,79830,1.1,*,*,*,*,*,38160,51470,70630,97920,137830,True,
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-1125,"History Teachers, Postsecondary",detailed,21030,1.6,,,,*,84210,1.1,*,*,*,*,*,39580,55520,75170,101530,139140,True,
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-1194,"Career/Technical Education Teachers, Postsecondary",detailed,112210,1.6,,,,29.05,60420,0.9,15.79,20.18,26.26,34.84,47.71,32840,41970,54620,72460,99230,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-1199,"Postsecondary Teachers, All Other",detailed,201320,3.3,,,,*,80720,1.7,*,*,*,*,*,31570,50610,68970,104240,144210,True,
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-2011,"Preschool Teachers, Except Special Education",detailed,431350,1.2,,,,16.66,34650,0.6,10.16,11.94,14.67,19.1,26.46,21140,24830,30520,39720,55050,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-2012,"Kindergarten Teachers, Except Special Education",detailed,124290,1.7,,,,*,60210,0.7,*,*,*,*,*,37420,45720,56850,71470,90180,True,
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-2021,"Elementary School Teachers, Except Special Education",detailed,1430480,0.9,,,,*,63930,0.7,*,*,*,*,*,39020,47300,59670,77440,97900,True,
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-2023,"Career/Technical Education Teachers, Middle School",detailed,11860,8.2,,,,*,64900,1.7,*,*,*,*,*,40770,50500,60800,77460,97050,True,
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-2032,"Career/Technical Education Teachers, Secondary School",detailed,74520,4.0,,,,*,64800,0.7,*,*,*,*,*,42620,51240,61710,76730,94050,True,
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-2051,"Special Education Teachers, Preschool",detailed,22340,3.8,,,,*,67060,3.4,*,*,*,*,*,35110,45990,60000,79910,115260,True,
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-2057,"Special Education Teachers, Middle School",detailed,85840,2.1,,,,*,65740,1.5,*,*,*,*,*,41370,50010,61440,79030,98610,True,
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-2058,"Special Education Teachers, Secondary School",detailed,143170,1.5,,,,*,65710,1.3,*,*,*,*,*,41170,49820,61710,79150,98890,True,
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-2059,"Special Education Teachers, All Other",detailed,35600,5.6,,,,*,65350,1.8,*,*,*,*,*,34180,45730,61190,81510,100890,True,
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-3021,Self-Enrichment Teachers,detailed,252780,1.5,,,,22.17,46120,0.8,10.29,13.24,18.84,27.48,38.62,21400,27540,39190,57160,80330,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-3031,"Substitute Teachers, Short-Term",detailed,587120,1.5,,,,15.61,32460,1.1,9.08,10.99,13.84,17.95,23.65,18880,22860,28790,37340,49200,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-4011,Archivists,detailed,6560,6.2,,,,27.65,57500,1.3,15.32,19,25.94,34.88,43.92,31870,39530,53950,72560,91350,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-4012,Curators,detailed,12890,2.9,,,,28.43,59130,0.9,14.78,19.7,26.24,35.27,45.55,30740,40980,54570,73370,94750,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-4031,Library Technicians,detailed,88720,2.3,,,,17.76,36950,0.7,10.58,12.72,16.78,21.9,27,22010,26470,34900,45560,56170,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-9031,Instructional Coordinators,detailed,176690,1.6,,,,33.26,69180,0.6,18.4,24.49,31.87,40.91,49.9,38260,50930,66290,85090,103790,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-9044,"Teaching Assistants, Postsecondary",detailed,137500,2.8,,,,*,36460,1.9,*,*,*,*,*,18950,24570,32080,47370,59480,True,
99,U.S.,1,0,Cross-industry,cross-industry,1235,25-9045,"Teaching Assistants, Except Postsecondary",detailed,1346910,0.6,,,,*,29640,0.6,*,*,*,*,*,18940,22920,27920,35300,43040,True,
99,U.S.,1,0,Cross-industry,cross-industry,1235,27-1011,Art Directors,detailed,42890,2.1,,,,52.69,109600,1.3,25.6,33.23,45.3,62.66,90.75,53240,69110,94220,130330,188750,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,27-4012,Broadcast Technicians,detailed,28650,3.2,,,,22.5,46800,1.3,10.4,13.14,19.51,29.1,39.46,21620,27320,40570,60520,82080,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,27-4014,Sound Engineering Technicians,detailed,12890,5.1,,,,32.25,67090,3.3,12.5,16.96,26.32,38.04,58.33,25990,35270,54740,79130,121320,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,29-1011,Chiropractors,detailed,35010,2.5,,,,40.87,85010,1.9,16.97,25.38,33.82,47,70.9,35290,52800,70340,97760,147480,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,29-1021,"Dentists, General",detailed,110730,1.9,,,,85.7,178260,1.2,38.87,54.36,74.81,#,#,80850,113060,155600,#,#,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,29-1029,"Dentists, All Other Specialists",detailed,5330,11.8,,,,85.59,178040,5.0,45.31,54.73,70.78,#,#,94240,113830,147220,#,#,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,29-1041,Optometrists,detailed,39420,2.6,,,,59.12,122980,1.2,28.46,42.2,55.41,68.65,93.32,59200,87780,115250,142790,194100,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,29-1051,Pharmacists,detailed,311200,1.2,,,,60.34,125510,0.3,42.5,53.91,61.58,71.47,78.32,88400,112140,128090,148660,162900,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,29-1071,Physician Assistants,detailed,120090,1.5,,,,54.04,112410,0.4,34.96,44.62,53.97,62.75,75.54,72720,92800,112260,130530,157120,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,29-1081,Podiatrists,detailed,9770,3.5,,,,68.6,142680,2.0,26.04,40.91,60.69,86.04,#,54150,85090,126240,178960,#,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,29-1141,Registered Nurses,detailed,2982280,0.5,,,,37.24,77460,0.2,25.04,28.9,35.24,43.64,53.47,52080,60110,73300,90760,111220,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,29-1151,Nurse Anesthetists,detailed,43570,3.9,,,,87.04,181040,0.9,61.29,71.2,84.03,97.95,#,127480,148110,174790,203730,#,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,29-1161,Nurse Midwives,detailed,6930,4.9,,,,52.31,108810,1.3,33.17,41.82,50.5,61.11,76.44,69000,86990,105030,127110,158990,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,29-1171,Nurse Practitioners,detailed,200600,1.3,,,,53.77,111840,0.4,39.14,44.61,52.8,61.07,73.16,81410,92790,109820,127030,152160,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,29-1211,Anesthesiologists,detailed,31010,5.4,,,,125.83,261730,2.2,59.65,#,#,#,#,124080,#,#,#,#,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,29-1215,Family Medicine Physicians,detailed,109370,2.1,,,,102.53,213270,1.2,41.15,70.69,98.84,#,#,85590,147030,205590,#,#,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,29-1216,General Internal Medicine Physicians,detailed,44610,3.7,,,,96.85,201440,2.5,29.31,51.56,96.92,#,#,60970,107250,201590,#,#,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,29-1221,"Pediatricians, General",detailed,29740,5.4,,,,88.66,184410,1.6,33.63,61.35,84.28,#,#,69940,127610,175310,#,#,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,29-1223,Psychiatrists,detailed,25530,3.6,,,,105.98,220430,1.8,35.83,71.84,#,#,#,74530,149440,#,#,#,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,29-1292,Dental Hygienists,detailed,221560,1.3,,,,37.13,77230,0.6,25.54,30.9,36.65,44.02,49.68,53130,64260,76220,91560,103340,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,29-2032,Diagnostic Medical Sonographers,detailed,72790,1.2,,,,36.44,75780,0.3,25.37,29.73,35.73,42.85,49.07,52770,61830,74320,89130,102060,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,29-2033,Nuclear Medicine Technologists,detailed,18110,1.8,,,,38.58,80240,0.4,27.19,32.16,37.48,44.89,50.81,56560,66880,77950,93370,105690,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,29-2035,Magnetic Resonance Imaging Technologists,detailed,37900,2.1,,,,35.7,74270,0.5,24.59,29.34,35.3,41.96,48.83,51150,61030,73410,87280,101580,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,29-2051,Dietetic Technicians,detailed,29230,2.7,,,,14.99,31180,0.7,9.71,11.38,13.66,17.48,22.61,20190,23670,28400,36360,47040,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,29-2052,Pharmacy Technicians,detailed,417780,0.8,,,,16.95,35250,0.3,11.6,13.45,16.32,19.44,23.62,24120,27980,33950,40440,49130,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,29-2053,Psychiatric Technicians,detailed,78470,1.8,,,,18.05,37550,1.4,11.27,13.19,16.24,20.77,29.86,23440,27440,33780,43200,62120,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,29-2055,Surgical Technologists,detailed,109000,1.1,,,,24.09,50110,0.3,16.07,19.11,23.22,28.52,34.33,33420,39760,48300,59320,71400,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,29-2057,Ophthalmic Medical Technicians,detailed,58600,3.1,,,,18.64,38760,0.8,12.01,14.39,17.76,22.27,27.1,24980,29940,36940,46320,56370,,
99,U.S.,1,0,Cross-industry,cross-industry,1235,31-1131,Nursing Assistants,detailed,1419920,0.5,,,,14.77,30720,0.3,10.56,12.24,14.26,16.95,19.53,21960,25460,29660,35260,40620,,
